MFonMB_X,Subj,Choice
-4.6413,50,1
0.44736,50,0
-1.2086,50,1
4.7968,50,0
2.87,50,0
1.4643,50,0
3.0035,50,0
-0.7473,50,0
-1.4971,50,1
1.0421,50,0
-2.6077,50,1
2.7561,50,1
1.6911,50,0
1.8103,50,0
6.8303,50,0
1.8298,50,0
8.2612,50,0
-9.074,51,1
-3.062,51,1
-12.505,51,0
-8.8371,51,1
-13.546,51,0
-12.745,51,0
1.1075,51,0
1.07,51,0
2.1089,51,0
2.0281,51,0
-2.1396,51,0
4.5803,51,0
2.9521,51,0
2.6978,51,0
-5.3984,51,0
-6.0805,51,1
-12.119,51,1
6.0218,52,1
7.4759,52,0
1.5704,52,0
-0.54907,52,0
-1.0875,52,0
0.28701,52,0
1.0407,52,0
6.1523,52,1
2.2546,52,0
-0.43431,52,0
1.7017,52,0
-0.67419,52,1
3.2989,52,0
1.7883,52,0
-1.9687,52,1
-2.972,53,1
3.2313,53,0
5.1515,53,1
-4.9448,53,1
-8.8647,53,1
-3.2054,53,1
-9.9373,53,1
-1.9849,53,1
2.1208,53,1
0.15787,53,1
1.4088,53,0
6.1156,53,1
4.9179,53,1
6.5338,53,1
-7.9999,53,1
2.1741,53,1
1.9694,54,1
5.7707,54,0
-1.4903,54,1
-0.74554,54,0
9.2062,54,0
5.0196,54,0
10.015,54,0
6.252,54,0
5.4441,54,0
7.6244,54,0
9.614,54,0
7.9401,54,0
8.8882,54,0
8.6899,54,0
-0.99199,54,0
11.102,54,0
19.454,54,0
0.037236,55,0
10.794,55,0
1.7471,55,0
2.3881,55,0
9.229,55,0
0.8823,55,0
-2.5074,55,0
9.9515,55,0
11.809,55,0
1.7471,55,0
10.219,55,0
13.082,55,0
-0.96302,55,0
1.022,55,0
3.2856,55,0
-3.8047,55,0
-4.933,55,0
1.0764,55,0
-9.8867,55,1
7.2444,56,0
7.9716,56,0
-6.3173,56,0
-8.0256,56,0
-0.68243,56,0
-11.708,56,1
-16.84,56,1
-1.8343,56,1
-2.6079,56,1
-0.010394,56,1
0.66735,56,0
3.8813,56,0
0.43177,56,1
2.4137,56,1
-1.5666,56,1
1.8186,56,1
-10.87,57,1
-8.4322,57,1
-10.605,57,0
-12.976,57,1
-10.988,57,1
-0.30506,57,0
-3.9908,57,1
-12.412,57,1
-8.308,57,1
1.7471,57,0
1.63,57,1
8.2364,57,0
-3.9915,57,0
-1.2194,57,0
-1.2279,57,0
-2.0989,57,0
-8.7155,57,0
5.3803,58,0
2.4967,58,0
4.5526,58,0
1.4818,58,0
-4.8875,58,0
-6.2446,58,1
-2.1916,58,1
5.0023,58,1
4.3947,58,0
-0.51663,58,0
5.0252,58,0
-0.094816,58,0
0.070238,58,0
2.6135,58,0
3.8275,58,1
-4.9131,58,0
-5.7755,59,0
-2.6586,59,0
-3.4937,59,0
-2.3571,59,0
-5.2599,59,1
-5.6544,59,0
3.1199,59,1
-0.96617,59,0
5.058,59,0
4.6412,59,0
8.0598,59,0
5.3889,59,0
2.1115,59,0
0.89917,59,1
5.1636,59,1
1.6856,59,0
2.8175,59,1
-4.0181,60,1
6.5462,60,0
-10.728,60,0
2.8552,60,0
3.8822,60,0
2.4856,60,1
-0.50281,60,0
0.78617,60,1
-1.154,60,1
4.4702,60,1
7.8736,60,0
3.8457,60,0
2.997,60,0
10.048,60,0
1.5954,60,1
1.7471,61,0
5.123,61,1
-11.352,61,0
12.175,61,0
-14.51,61,0
0.43213,61,0
1.3082,61,0
-2.1404,61,1
-3.7946,61,1
2.5165,61,1
2.9365,61,1
-5.2339,61,1
-7.9424,61,1
-2.304,61,1
-7.4077,61,0
6.5398,61,1
-4.905,61,1
1.149,61,0
0.012609,62,1
-8.7714,62,0
-12.767,62,0
-8.8673,62,0
-16.968,62,1
1.8193,62,1
0.75033,62,0
-8.8202,62,1
3.7303,62,0
-1.5242,62,1
-7.6413,62,0
-7.9452,62,0
2.4016,62,1
-2.0275,62,1
-11.903,62,0
-1.6476,62,1
-12.561,62,0
-6.8468,62,0
5.8476,63,1
-3.5786,63,0
-8.5691,63,0
-7.2032,63,0
-5.989,63,1
-5.9915,63,0
-0.45736,63,0
6.2499,63,0
0.57981,63,0
-1.1262,63,0
-11.102,63,0
1.8702,63,0
0.24402,63,0
-6.2723,63,0
7.9456,63,1
-6.1379,63,1
-7.6139,64,0
-7.1719,64,1
15.135,64,1
-5.8237,64,1
6.826,64,1
-10.09,64,1
-1.0852,64,1
-5.5316,64,0
-2.3221,64,1
8.1427,64,1
2.4071,64,0
1.8456,64,0
3.3818,64,0
2.813,64,0
2.196,64,0
2.9599,64,1
-4.0209,65,1
-1.3476,65,1
7.1708,65,0
0.61544,65,0
1.7888,65,0
-6.9004,65,0
-14.709,65,1
1.228,65,1
-0.23502,65,1
0.84382,65,1
6.8139,65,1
-0.20879,65,1
1.7471,65,1
4.5884,65,0
17.038,65,0
8.994,65,0
-2.6802,66,1
-13.568,66,1
-13.424,66,1
-9.6136,66,1
2.8165,66,1
0.55355,66,1
3.1516,66,1
-6.6928,66,1
-11.633,66,1
1.7471,66,0
2.638,66,0
0.60876,66,0
-5.5964,66,1
-7.2174,66,1
-7.9519,66,1
3.8474,66,1
-6.8601,67,1
4.337,67,0
2.1882,67,1
3.2512,67,1
0.8115,67,0
2.3172,67,0
-4.8685,67,1
-0.64766,67,1
3.6803,67,0
2.1915,67,0
4.1006,67,0
10.248,67,0
2.2383,67,1
2.1079,67,0
0.4191,67,0
5.2763,67,0
1.1538,67,0
0.85731,68,1
7.3754,68,1
1.0433,68,1
2.0756,68,1
3.3518,68,1
3.0159,68,1
6.567,68,1
10.519,68,1
11.617,68,0
10.647,68,0
7.6066,68,1
7.8445,68,1
6.4239,68,1
-0.17698,68,0
14.959,68,1
8.2193,69,0
3.5453,69,0
3.2769,69,0
-4.6228,69,0
5.0077,69,0
-2.9024,69,0
-1.1098,69,0
3.7253,69,1
0.38611,69,1
1.5837,69,1
2.2653,69,0
1.9136,69,0
3.76,69,0
7.5178,69,0
5.0543,69,0
-0.094241,70,1
6.211,70,0
-2.4301,70,0
-4.3006,70,0
-4.3959,70,0
-7.1531,70,0
-7.8361,70,1
-0.36033,70,1
0.45197,70,0
-2.2201,70,1
-3.0396,70,0
3.5477,70,0
2.9547,70,0
4.3446,70,0
4.4023,70,0
1.7471,71,1
5.5758,71,1
1.5326,71,0
0.90635,71,0
3.2384,71,0
2.4004,71,0
1.899,71,0
-1.7714,71,0
10.23,71,0
5.7907,71,0
10.748,71,0
14.205,71,0
18.067,71,0
15.64,71,0
11.976,71,0
3.8264,71,0
3.9867,71,1
-1.7577,72,1
-3.4283,72,1
5.5165,72,1
1.7496,72,0
-1.6108,72,0
0.85507,72,1
5.129,72,0
-9.7676,72,0
2.0118,72,0
3.6735,72,0
3.7031,72,0
11.576,72,0
