MB_X,MB_Y,MF_X,MF_Y,MFonMB,Crits,Crits_incog,Choice,Subj,RoundNum
-2.0821,0.99427,-2.194,0.85554,0.013287,0,0,1,2,78
-0.082072,-2.0057,1.806,1.8555,0.013287,0,0,0,2,79
-1.0821,-2.0057,-1.194,1.8555,0.013287,0,0,1,2,80
-0.082072,-1.0057,-2.194,-1.1445,0.013287,0,0,0,2,81
-1.0821,0.99427,-1.194,-0.14446,0.013287,0,0,0,2,82
0.91793,-0.0057321,-0.19397,-0.14446,0.013287,0,0,1,2,83
0.91793,0.99427,-0.19397,-0.14446,0.013287,0,0,0,2,84
0.91793,-2.0057,0.80603,-2.1445,0.013287,0,0,1,2,85
0.91793,-2.0057,-0.19397,0.85554,0.013287,0,0,1,2,86
0.91793,-2.0057,-0.19397,-2.1445,0.013287,0,0,1,2,87
0.91793,-2.0057,0.80603,-2.1445,-1.9867,1,0,1,2,88
0.91793,-2.0057,0.80603,-2.1445,0.013287,0,0,0,2,89
4.9179,-2.0057,-0.19397,-2.1445,0.013287,0,0,0,2,90
-2.0821,4.9943,-2.194,4.8555,0.013287,0,0,1,2,91
3.9179,-2.0057,3.806,-2.1445,0.013287,0,0,0,2,92
-2.0821,3.9943,-2.194,3.8555,0.013287,0,0,1,2,93
3.9179,-2.0057,4.806,-2.1445,3.0133,1,0,1,2,94
3.9179,-3.0057,4.806,-3.1445,0.013287,0,0,0,2,95
-3.0821,-1.0057,-3.194,-3.1445,0.013287,0,0,0,2,96
-3.0821,-1.0057,-3.194,-3.1445,0.013287,0,0,1,2,97
-3.0821,1.9943,-3.194,1.8555,0.013287,0,0,1,2,98
1.9179,-3.0057,-1.194,-3.1445,-3.9867,1,0,0,2,99
-3.0821,1.9943,-3.194,3.8555,0.013287,0,0,1,2,100
3.9179,-3.0057,1.806,-2.1445,0.013287,0,0,0,2,101
-3.0821,3.9943,-3.194,3.8555,0.013287,0,0,1,2,102
4.9179,-3.0057,4.806,-2.1445,0.013287,0,0,0,2,103
-3.0821,3.9943,-3.194,3.8555,0.013287,0,0,0,2,104
3.9179,2.9943,3.806,-2.1445,0.013287,0,0,1,2,105
2.9179,3.9943,2.806,3.8555,-4.9867,1,0,0,2,106
3.9179,3.9943,3.806,4.8555,0.013287,0,0,1,2,107
3.9179,3.9943,3.806,3.8555,0.013287,0,0,1,2,108
3.9179,2.9943,3.806,2.8555,0.013287,0,0,0,2,109
-0.082072,2.9943,3.806,3.8555,0.013287,0,0,1,2,110
-0.082072,0.99427,3.806,2.8555,0.013287,0,0,1,2,111
-0.082072,1.9943,3.806,0.85554,0.013287,0,0,1,2,112
2.9179,-0.0057321,2.806,-0.14446,0.013287,0,0,1,2,113
-1.0821,2.9943,-1.194,1.8555,0.013287,0,0,0,2,114
-1.0821,2.9943,3.806,1.8555,-4.9867,1,0,1,2,115
-1.0821,1.9943,3.806,2.8555,0.013287,0,0,0,2,116
-0.082072,1.9943,4.806,1.8555,0.013287,0,0,1,2,117
-0.082072,0.99427,-0.19397,2.8555,0.013287,0,0,0,2,118
-0.082072,0.99427,4.806,0.85554,-2.9867,1,0,0,2,119
3.9179,0.99427,3.806,0.85554,0.013287,0,0,1,2,120
0.91793,3.9943,2.806,3.8555,0.013287,0,0,0,2,121
1.9179,3.9943,1.806,3.8555,0.013287,0,0,1,2,122
1.9179,2.9943,1.806,2.8555,0.013287,0,0,1,2,123
3.9179,1.9943,2.806,0.85554,0.013287,0,0,0,2,124
3.9179,1.9943,3.806,0.85554,2.0133,1,0,0,2,125
1.9179,2.9943,1.806,2.8555,0.013287,0,0,1,2,126
2.9179,1.9943,2.806,0.85554,0.013287,0,0,1,2,127
2.9179,-3.0057,-2.194,1.8555,0.013287,0,0,0,2,128
3.9179,-3.0057,2.806,-3.1445,0.013287,0,0,0,2,129
2.9179,-3.0057,3.806,1.8555,0.013287,0,0,1,2,130
-3.0821,2.9943,-3.194,2.8555,0.013287,0,0,1,2,131
2.9179,-3.0057,3.806,-3.1445,-4.9867,1,0,1,2,132
-1.0821,2.9943,-3.194,4.8555,0.013287,0,0,0,2,133
2.9179,-2.0057,4.806,-1.1445,0.013287,0,0,0,2,134
2.9179,-2.0057,3.806,-1.1445,0.013287,0,0,0,2,135
2.9179,-2.0057,2.806,-1.1445,0.013287,0,0,1,2,136
-2.0821,2.9943,-2.194,2.8555,0.013287,0,0,1,2,137
2.9179,-2.0057,2.806,-2.1445,0.013287,0,0,1,2,138
2.9179,-2.0057,2.806,-2.1445,5.0133,1,0,0,2,139
-2.0821,4.9943,-2.194,2.8555,0.013287,0,0,1,2,140
-2.0821,4.9943,-2.194,4.8555,0.013287,0,0,1,2,141
2.9179,-2.0057,4.806,-2.1445,0.013287,0,0,1,2,142
2.9179,4.9943,2.806,4.8555,0.013287,0,0,0,2,143
4.9179,4.9943,4.806,4.8555,0.013287,0,0,1,2,144
4.9179,4.9943,4.806,4.8555,-4.9867,1,0,1,2,145
1.9179,4.9943,1.806,4.8555,0.013287,0,0,1,2,146
0.91793,1.9943,0.80603,4.8555,0.013287,0,0,0,2,147
1.9179,1.9943,1.806,4.8555,0.013287,0,0,0,2,148
0.91793,1.9943,4.806,1.8555,0.013287,0,0,0,2,149
0.91793,1.9943,0.80603,4.8555,-4.9867,1,0,0,2,150
0.91793,1.9943,0.80603,4.8555,0.013287,0,0,1,2,151
0.91793,1.9943,4.806,1.8555,0.013287,0,0,0,2,152
1.9179,1.9943,1.806,1.8555,0.013287,0,0,0,2,153
1.9179,-0.0057321,1.806,0.85554,0.013287,0,0,0,2,154
-0.082072,2.9943,0.80603,1.8555,0.013287,0,0,0,2,155
-0.082072,2.9943,-0.19397,1.8555,-4.9867,1,0,0,2,156
-1.0821,2.9943,4.806,1.8555,0.013287,0,0,0,2,157
2.9179,-0.0057321,2.806,-0.14446,0.013287,0,0,1,2,158
2.9179,-0.0057321,2.806,-0.14446,0.013287,0,0,1,2,159
2.9179,-4.0057,2.806,-4.1445,0.013287,0,0,1,2,160
-3.0821,2.9943,-3.194,1.8555,0.013287,0,0,1,2,161
-3.0821,1.9943,-1.194,2.8555,0.013287,0,0,1,2,162
-3.0821,1.9943,-1.194,1.8555,4.0133,1,0,1,2,163
-3.0821,4.9943,-3.194,4.8555,0.013287,0,0,0,2,164
4.9179,-2.0057,3.806,-2.1445,0.013287,0,0,0,2,165
4.9179,-2.0057,4.806,-2.1445,0.013287,0,0,0,2,166
-2.0821,4.9943,-1.194,4.8555,0.013287,0,0,1,2,167
4.9179,-2.0057,4.806,-2.1445,-3.9867,1,0,0,2,168
-2.0821,-3.0057,-1.194,-3.1445,0.013287,0,0,1,2,169
-2.0821,-4.0057,-1.194,-4.1445,0.013287,0,0,0,2,170
-4.0821,-3.0057,-4.194,-2.1445,0.013287,0,0,1,2,171
-3.0821,-4.0057,-3.194,-4.1445,-3.9867,1,0,1,2,172
-3.0821,-4.0057,-3.194,-4.1445,0.013287,0,0,1,2,173
-4.0821,-3.0057,-4.194,3.8555,0.013287,0,0,1,2,174
-4.0821,-2.0057,-4.194,-2.1445,0.013287,0,0,0,2,175
-4.0821,-2.0057,-4.194,-2.1445,0.013287,0,0,1,2,176
-1.0821,-4.0057,-1.194,3.8555,0.013287,0,0,1,2,177
-1.0821,-2.0057,-1.194,-2.1445,0.013287,0,0,1,2,178
-1.0821,-2.0057,-3.194,-4.1445,4.0133,1,0,0,2,179
-0.082072,-2.0057,-1.194,3.8555,0.013287,0,0,1,2,180
-0.082072,-2.0057,-1.194,-2.1445,0.013287,0,0,0,2,181
-2.0821,4.9943,-4.194,4.8555,0.013287,0,0,1,2,182
-2.0821,2.9943,-4.194,2.8555,0.013287,0,0,1,2,183
2.9179,-2.0057,2.806,-2.1445,0.013287,0,0,0,2,184
2.9179,-2.0057,-0.19397,-2.1445,4.0133,1,0,1,2,185
-2.0821,2.9943,-4.194,-4.1445,0.013287,0,0,0,2,186
-2.0821,2.9943,-2.194,-4.1445,0.013287,0,0,0,2,187
-3.0821,2.9943,-3.194,-4.1445,0.013287,0,0,0,2,188
-3.0821,2.9943,-3.194,-4.1445,0.013287,0,0,0,2,189
2.9179,-3.0057,-0.19397,-2.1445,-3.9867,1,0,0,2,190
-3.0821,-3.0057,-4.194,-2.1445,0.013287,0,0,0,2,191
-3.0821,-3.0057,-3.194,-2.1445,0.013287,0,0,0,2,192
-0.082072,-3.0057,-0.19397,-4.1445,0.013287,0,0,0,2,193
-1.0821,-3.0057,-3.194,-2.1445,0.013287,0,0,1,2,194
4.9179,-1.0057,-4.194,-3.1445,0.013287,0,0,0,2,195
-1.0821,3.9943,-3.194,4.8555,0.013287,0,0,0,2,196
-3.0821,3.9943,-3.194,4.8555,0.013287,0,0,0,2,197
-3.0821,3.9943,-1.194,3.8555,-4.9867,1,0,1,2,198
-0.082072,-3.0057,-0.19397,4.8555,0.013287,0,0,0,2,199
-2.0821,-3.0057,-2.194,4.8555,0.013287,0,0,0,2,200
-3.0821,1.9943,-1.194,1.8555,0.013287,0,0,1,2,201
-3.0821,1.9943,4.806,4.8555,-2.9867,1,0,0,2,202
1.9179,-2.0057,-3.194,-2.1445,0.013287,0,0,1,2,203
-2.0821,1.9943,-2.194,4.8555,0.013287,0,0,0,2,204
1.9179,-1.0057,-3.194,-1.1445,0.013287,0,0,0,2,205
-1.0821,1.9943,-1.194,4.8555,3.0133,1,0,1,2,206
3.9179,-1.0057,2.806,-1.1445,0.013287,0,0,1,2,207
-1.0821,3.9943,-1.194,2.8555,0.013287,0,0,1,2,208
-1.0821,1.9943,-1.194,3.8555,0.013287,0,0,0,2,209
1.9179,-4.0057,1.806,-4.1445,0.013287,0,0,0,2,210
-4.0821,4.9943,-1.194,4.8555,0.013287,0,0,1,2,211
-4.0821,3.9943,-1.194,3.8555,0.013287,0,0,1,2,212
2.9179,-4.0057,3.806,-4.1445,0.013287,0,0,1,2,213
-4.0821,2.9943,-1.194,2.8555,4.0133,1,0,1,2,214
-4.0821,1.9943,-4.194,1.8555,0.013287,0,0,0,2,215
-3.0821,1.9943,-1.194,3.8555,0.013287,0,0,1,2,216
2.9179,-3.0057,2.806,-3.1445,0.013287,0,0,0,2,217
-3.0821,-1.0057,-1.194,-1.1445,0.013287,0,0,1,2,218
-3.0821,-1.0057,-3.194,1.8555,-3.9867,1,0,1,2,219
-2.0821,-3.0057,-4.194,-3.1445,0.013287,0,0,0,2,220
-3.0821,-3.0057,-1.194,-2.1445,0.013287,0,0,1,2,221
-3.0821,-3.0057,-1.194,-3.1445,0.013287,0,0,0,2,222
-3.0821,-3.0057,-3.194,-3.1445,4.0133,1,0,1,2,223
-2.0821,-3.0057,-3.194,-3.1445,0.013287,0,0,0,2,224
-3.0821,-2.0057,-4.194,-2.1445,0.013287,0,0,1,2,225
-3.0821,-4.0057,-3.194,-2.1445,0.013287,0,0,0,2,226
2.9179,-4.0057,2.806,-2.1445,0.013287,0,0,0,2,227
-4.0821,0.99427,-4.194,0.85554,0.013287,0,0,1,2,228
0.91793,-4.0057,0.80603,-2.1445,0.013287,0,0,0,2,229
0.91793,-4.0057,-4.194,-4.1445,-4.9867,1,0,1,2,230
0.91793,-3.0057,-4.194,-2.1445,0.013287,0,0,0,2,231
-3.0821,1.9943,-3.194,4.8555,0.013287,0,0,1,2,232
2.9179,-3.0057,2.806,-2.1445,0.013287,0,0,0,2,233
0.91793,-3.0057,1.806,-2.1445,0.013287,0,0,0,2,234
-3.0821,1.9943,-3.194,0.85554,0.013287,0,0,1,2,235
4.9179,-3.0057,4.806,-2.1445,0.013287,0,0,0,2,236
3.9179,-3.0057,3.806,-2.1445,0.013287,0,0,0,2,237
3.9179,-3.0057,1.806,-3.1445,-4.9867,1,0,0,2,238
4.9179,-3.0057,4.806,-2.1445,0.013287,0,0,0,2,239
-3.0821,4.9943,-3.194,4.8555,0.013287,0,0,1,2,240
-3.0821,4.9943,-3.194,1.8555,0.013287,0,0,1,2,241
2.9179,-3.0057,4.806,-2.1445,0.013287,0,0,0,2,242
3.9179,-3.0057,2.806,-2.1445,0.013287,0,0,0,2,243
-3.0821,3.9943,-3.194,3.8555,0.013287,0,0,1,2,244
3.9179,-3.0057,3.806,-3.1445,4.0133,1,0,0,2,245
0.91793,-3.0057,-4.194,-2.1445,0.013287,0,0,0,2,246
1.9179,-3.0057,0.80603,-2.1445,0.013287,0,0,0,2,247
-2.0821,-3.0057,-2.194,-3.1445,0.013287,0,0,0,2,248
-2.0821,-3.0057,1.806,-2.1445,0.013287,0,0,0,2,249
-4.0821,-3.0057,-4.194,-2.1445,0.013287,0,0,0,2,250
2.9179,2.9943,1.806,2.8555,0.013287,0,0,0,3,76
2.9179,3.9943,4.806,2.8555,0.013287,0,0,1,3,77
2.9179,2.9943,3.806,2.8555,0.013287,0,0,0,3,78
2.9179,4.9943,4.806,2.8555,0.013287,0,0,1,3,79
-0.082072,2.9943,4.806,2.8555,0.013287,0,0,1,3,80
-0.082072,4.9943,4.806,4.8555,0.013287,0,0,1,3,81
-0.082072,3.9943,4.806,4.8555,0.013287,0,0,1,3,82
-0.082072,3.9943,4.806,3.8555,0.013287,0,0,1,3,83
-0.082072,-1.0057,4.806,-1.1445,0.013287,0,0,0,3,84
4.9179,-1.0057,4.806,3.8555,0.013287,0,0,0,3,85
-1.0821,2.9943,-1.194,-0.14446,0.013287,0,0,1,3,86
4.9179,-1.0057,4.806,3.8555,0.013287,0,0,0,3,87
4.9179,-1.0057,2.806,-1.1445,-3.9867,1,0,0,3,88
3.9179,-1.0057,3.806,3.8555,0.013287,0,0,0,3,89
0.91793,-1.0057,3.806,-1.1445,0.013287,0,0,0,3,90
1.9179,-1.0057,0.80603,3.8555,0.013287,0,0,0,3,91
-1.0821,3.9943,-1.194,3.8555,0.013287,0,0,1,3,92
-1.0821,2.9943,-1.194,2.8555,0.013287,0,0,1,3,93
2.9179,-1.0057,1.806,3.8555,-4.9867,1,0,0,3,94
-1.0821,-0.0057321,-1.194,4.8555,0.013287,0,0,0,3,95
-3.0821,-0.0057321,-3.194,4.8555,0.013287,0,0,0,3,96
-0.082072,-3.0057,-0.19397,-3.1445,0.013287,0,0,1,3,97
-0.082072,-2.0057,-0.19397,-2.1445,0.013287,0,0,0,3,98
-0.082072,-2.0057,4.806,3.8555,2.0133,1,0,1,3,99
-1.0821,-0.0057321,-2.194,4.8555,0.013287,0,0,1,3,100
0.91793,-1.0057,0.80603,-1.1445,0.013287,0,0,0,3,101
-0.082072,-1.0057,-2.194,-1.1445,0.013287,0,0,0,3,102
-0.082072,-1.0057,-0.19397,-1.1445,0.013287,0,0,0,3,103
-0.082072,-1.0057,-0.19397,-2.1445,0.013287,0,0,1,3,104
2.9179,-0.0057321,2.806,-0.14446,0.013287,0,0,0,3,105
-0.082072,2.9943,-0.19397,-1.1445,5.0133,1,0,1,3,106
-0.082072,0.99427,-0.19397,0.85554,0.013287,0,0,1,3,107
2.9179,-0.0057321,4.806,-0.14446,0.013287,0,0,0,3,108
-0.082072,3.9943,-0.19397,2.8555,0.013287,0,0,0,3,109
0.91793,3.9943,0.80603,3.8555,0.013287,0,0,1,3,110
0.91793,2.9943,-0.19397,2.8555,0.013287,0,0,1,3,111
0.91793,3.9943,-0.19397,3.8555,0.013287,0,0,1,3,112
0.91793,1.9943,0.80603,2.8555,0.013287,0,0,1,3,113
0.91793,3.9943,-0.19397,1.8555,0.013287,0,0,1,3,114
3.9179,0.99427,3.806,-0.14446,-4.9867,1,0,0,3,115
3.9179,0.99427,3.806,-0.14446,0.013287,0,0,0,3,116
0.91793,2.9943,-0.19397,4.8555,0.013287,0,0,1,3,117
0.91793,2.9943,0.80603,2.8555,0.013287,0,0,1,3,118
2.9179,0.99427,2.806,-0.14446,-4.9867,1,0,0,3,119
0.91793,2.9943,0.80603,4.8555,0.013287,0,0,0,3,120
2.9179,2.9943,-0.19397,4.8555,0.013287,0,0,0,3,121
2.9179,-0.0057321,2.806,-0.14446,0.013287,0,0,0,3,122
1.9179,-0.0057321,1.806,-0.14446,0.013287,0,0,0,3,123
-0.082072,-1.0057,2.806,4.8555,0.013287,0,0,1,3,124
-1.0821,-0.0057321,-1.194,-0.14446,-4.9867,1,0,0,3,125
-0.082072,-1.0057,2.806,-1.1445,0.013287,0,0,0,3,126
-1.0821,-0.0057321,-1.194,-0.14446,0.013287,0,0,1,3,127
-1.0821,-1.0057,-0.19397,-1.1445,0.013287,0,0,1,3,128
-1.0821,2.9943,-1.194,4.8555,0.013287,0,0,1,3,129
